2.381485626999107819e+00,-1.013359692243029464e+00,-9.068955682555218667e-01,5.672056109757093179e-01,-2.774412081730893931e+00,-6.792978929607712546e-02,-1.958919512732429036e+00,-1.514664676662018872e+00,-1.712973107558466213e+00,-5.510144520830049242e-01,-9.511519530213017326e-01,-5.219266640015860492e-01,-3.509201132314143656e-01,-5.968641668128953359e-01,-1.103140301183431760e+00,-1.504245984378951573e-01,-1.202530103303700582e+00,4.560450208098298375e-01,-2.474140445415400347e-01,-2.352512783575455568e-02,-4.306228825667017882e-03,7.984234365058204830e-01,2.520891109288056486e-01,-2.691918694922476596e-01,-3.046491956187594718e-01,0.000000000000000000e+00
-3.152556744504049768e-01,-1.481730242490515215e+00,3.338331675159176282e+00,-3.092428452976743181e+00,2.495714516439974773e+00,7.330487033349828430e-01,-2.803121722866323551e-01,-1.846076545973561300e+00,3.225507885982060730e-01,-3.204507966948814124e-01,6.639413796890829556e-01,-1.306871131678802311e-02,1.234218043176795732e+00,-1.381437930757140276e+00,6.760647812655462552e-02,-1.493937898335095937e+00,4.317302132941303050e-01,-7.290372418038282287e-02,4.642962753903496220e-01,1.120960788960903232e+00,5.759669901747886678e-02,-2.309437862580518419e-02,-9.176473896758183812e-01,8.254126459234394364e-01,-4.258229546748754646e-01,8.000000000000000000e+00
7.306987622764259394e-01,1.742731044290948050e+00,3.079236064953697616e-01,3.818293560666746966e+00,7.563545334433039447e-01,-1.541982381927945012e+00,-3.057062080537074622e-01,-9.980989733218483817e-01,-6.596295663943346765e-01,-1.062849118106808488e+00,-1.140835288128020597e+00,-1.944886811044940211e-01,3.154932627770763442e-01,1.401997018101892589e+00,-4.815774727972124136e-01,-9.833917743627459962e-02,-8.166839129064877856e-01,1.775628375437540374e+00,8.473128825629279159e-01,7.332507337209859255e-01,6.620238627114959362e-01,1.951061267239581898e-01,5.214484565248459491e-01,-4.204188795428869252e-01,-1.014381052756597734e+00,6.000000000000000000e+00
-1.944086450583863424e-01,-3.404012134380843158e+00,-3.128312779132155441e+00,9.538269025434872317e-01,5.392095015929759816e-01,-9.541873486841966345e-01,1.298857850020669114e+00,5.909103298810300942e-01,1.115771569556103460e+00,-2.035736700475163641e+00,4.101167700600687471e-01,1.211827800380098408e+00,5.122113940195932580e-01,-1.381717137831562692e+00,6.858800170393988260e-01,4.800911842451330847e-01,1.239839264417929687e+00,-4.334767410313324354e-01,-3.369398428480038787e-01,-2.586508375766745083e-01,1.634403884989663824e+00,-7.034627076797356215e-01,4.553258291331715446e-01,-2.190046457231318855e-01,-3.089232489938650850e-02,3.000000000000000000e+00
4.558822364450866971e+00,-2.479888292537966166e+00,-3.065289393681601915e+00,-2.410582128470659669e+00,7.754506748431713170e-01,-1.176204019770732412e-01,-9.061027395384141370e-01,-7.630859362934078183e-01,1.571468421806503091e-01,-7.496085911390815149e-01,6.177514541436965878e-01,-2.918253806895348273e-02,-7.415484649956762819e-01,2.026966281176119544e+00,1.773943447451523436e+00,9.572671949321507334e-01,-4.757632985861848240e-03,-1.666920628214272782e+00,5.286415006764381141e-01,1.710762040590911859e+00,2.494110410663988309e-01,1.416921428778525227e+00,7.826271344638005001e-01,-8.379772709197892411e-01,-1.216476659694966544e+00,5.000000000000000000e+00
1.435708193907575092e+00,5.812598957837760150e-01,1.751201469095688967e+00,2.769782715672992168e+00,1.266226690736973470e+00,-3.533683186888255445e+00,5.470757525811581479e-01,-1.036154256213528635e+00,-8.180587063782397417e-01,-6.027248365985661271e-01,-7.362137088923715877e-01,-8.030912764790600900e-01,-6.875469309159361053e-01,5.932491940133722830e-01,4.908412923230359715e-01,-2.696883966359551188e-01,3.152549181412250823e-02,5.911402911895526913e-01,5.097928565222473729e-01,-6.007271501629161126e-01,-5.959640910772276978e-01,6.937672825308358049e-02,-2.615710431402257230e-02,-8.023237027002687594e-01,3.795221236856961555e-01,6.000000000000000000e+00
1.078203819894111293e+00,3.345575539716793223e+00,-1.811966868370346040e+00,2.312522010892418489e+00,8.707814088395000596e-01,1.127070232604721722e+00,-8.178441971009577927e-01,5.795673886059395929e-01,-2.760617136711401853e-02,6.118642856203866387e-01,2.139439624317279465e-01,-1.963886526290429924e+00,-9.304133754768665332e-01,1.064450980175762895e+00,-6.113042231311605068e-01,-1.756991617118668358e-01,-7.864780831843534159e-01,-5.082906028893741102e-01,-6.628163779667510802e-01,-4.633994659295411767e-01,4.204620715107696971e-01,7.244822024308024133e-01,-5.331034200541078238e-01,1.739739167136392872e+00,-3.498843352723358668e-01,9.000000000000000000e+00
1.710694019509614749e+00,1.713744614027745916e+00,1.214698947898123216e-01,3.975307356752062482e+00,-2.314948398650085171e+00,2.719487601776296781e+00,-1.166069110355004934e+00,-5.313919970221814282e-02,6.991729249738658503e-01,3.777791075341825344e-01,3.088433161474722688e+00,4.509373688548636849e-01,6.853538940269299218e-01,-7.097111348250736418e-01,-7.084363951949829152e-01,-4.081907670791098952e-01,8.508091873406253836e-02,7.702166806895786033e-01,1.416382736278083199e+00,1.241771443990545398e+00,-1.651818390512968637e+00,-6.538167563298722396e-01,-1.223888384904049165e+00,-1.113467579233997196e+00,1.190035720811763342e+00,4.000000000000000000e+00
-1.561462624806272403e+00,1.034113846646929069e+00,-2.329160067496834685e+00,1.328894318476477210e+00,-6.420662082588963759e-01,-1.113445805775247072e-01,-1.991911663230647278e+00,1.029179114748401291e+00,8.719100260488940046e-01,4.964220345779389865e-01,-2.309968233891590839e-01,3.832841862682723200e-01,-9.456776952404556402e-01,1.078599201566285526e+00,3.848225373768975333e-01,1.499696178644900346e-01,1.139945475530408148e+00,-5.305584295672927109e-01,-8.205473764627548849e-01,-4.784918439256670153e-01,5.776056694282049042e-01,-4.474194113315155263e-02,-9.182398938700644386e-01,1.035930549339806106e+00,-1.154214228754220084e-01,4.000000000000000000e+00
1.868703079106762699e-01,3.329769518069729095e+00,2.911797036145194362e+00,3.306372213072084620e-01,-1.148576501770403741e-01,1.645052979517957592e+00,-9.885181330419698931e-01,-1.683788407828407774e+00,-2.889703094902308367e-01,-2.331536835890622328e+00,4.260997440796171487e-01,5.976584313383513924e-01,2.837478560430261587e-01,5.288019385810198703e-01,-5.671616258487420792e-01,1.425364565515338855e+00,-9.467705714277123707e-01,-8.709318361021053390e-01,4.802655195627344997e-01,-5.123098799840298812e-01,7.119007137716136802e-01,4.226335125635247159e-01,-2.039065087825937539e+00,8.783430264611937766e-01,2.328345026052948963e-01,4.000000000000000000e+00
3.652719805987601376e+00,-6.830652474647096184e-02,6.600066497024629220e-01,7.264395404904818720e-01,-3.255384345728531859e+00,1.470746366404514616e+00,2.227916653152631099e+00,-5.721493796565140233e-01,1.677681432420387697e+00,1.720603065874494408e+00,-1.909020097942189409e+00,-1.849332499269666363e-01,7.393213545492122174e-02,-1.857062871479797928e-01,3.575552908362067406e-01,-1.144430619067625665e+00,2.024196615838335767e+00,-8.814113408964190377e-01,-3.042319061932582391e-01,-1.941064690734848330e-01,-1.005751714881825576e+00,-7.004810831296367502e-01,3.770343949744314194e-01,-1.220282799286486752e-01,-4.898562187878719998e-01,0.000000000000000000e+00
1.141045959475445404e+00,2.813535440782852781e+00,-4.459207193608707431e-01,3.365721850567210183e+00,1.737139611161815367e-01,2.788531749383526659e+00,-1.002571037966839995e+00,2.623842113812877574e+00,3.525159622423970074e-01,2.118172317547171724e-01,1.115551319455760471e+00,-1.276952475419623978e+00,-1.702563018905347766e-02,-4.952466599977001782e-01,-1.047981802549629027e+00,-7.007499271603329083e-02,-5.493410480520759531e-01,-1.247584723506276916e+00,3.987200648362737576e-01,1.302146262223644324e-01,-1.681243821433529684e+00,-1.199241182380563542e+00,-9.748069695026417847e-01,8.824006093049933108e-01,-6.016092442307692245e-01,4.000000000000000000e+00
-3.137985001337880497e+00,-7.470280790223938761e-01,-2.939565542741329196e-03,-9.961217555656668443e-01,-1.797735282547132107e-01,-1.600524299703556252e+00,2.947016089296135455e+00,-2.461466197924814803e-01,-4.672717828122238681e-01,6.330693565453773264e-01,1.210535868242705648e+00,1.734757415672519620e+00,-4.666229080817816399e-01,4.841503257022126694e-01,-3.794991988352480750e-02,-4.979500539754861399e-01,-7.742347122621842104e-01,-7.079897148177343169e-01,1.711053046638653583e-02,-7.544414809881708761e-01,3.720762004002844958e-01,5.571391241211046674e-01,-5.338346751945007851e-01,3.771135115556059625e-03,6.331603333798456468e-02,1.000000000000000000e+00
9.677078049704734841e-02,1.007193217475765845e+00,-1.906496173317715481e+00,1.729818357400945583e+00,-4.312091273805464198e+00,5.239019843387582309e-02,-8.279640530643569418e-01,-3.321499752943884443e-01,6.420367930785371158e-01,4.943676505076702865e-01,-8.871450196736251348e-01,-3.243328237590725749e-01,1.080180618565066641e+00,-8.168099777500326120e-01,9.819932978813832036e-02,-2.451382182733165549e-01,4.414432317537540090e-02,-8.140882441581640538e-01,7.800017267939632903e-01,-7.417515878179019584e-01,-1.000731452117875842e+00,-4.983304988276148206e-01,-7.923941696022787085e-01,-4.850870702882292829e-01,1.443752641101241352e-01,7.000000000000000000e+00
-7.890866595208018142e-01,-1.301542935587875371e+00,-6.017904696592930591e-01,-1.710155791096014566e+00,-4.309264760719613285e-01,-3.024251665876931394e+00,-1.997222852333329079e-01,1.606187831896852547e+00,-5.718409070695860130e-01,-2.014226968556039055e-01,-3.941795659338933056e-01,-5.605609642221723865e-01,7.133947350468370363e-01,-1.903079446905788785e-01,9.064063750358010429e-02,-3.512593171253392543e-01,5.684254264687083058e-01,-1.155088329564241345e+00,-9.605836850165845320e-01,2.930738714850459337e-01,1.248212170211003835e-01,-3.380413923660186004e-01,-1.717129922086479521e+00,4.648644145011852080e-01,9.441367272653533593e-01,5.000000000000000000e+00
